ImageId,Label
7876,3
7877,0
7878,5
7879,3
7880,5
7881,0
7882,2
7883,8
7884,8
7885,8
7886,1
7887,5
7888,1
7889,8
7890,0
7891,5
7892,2
7893,5
7894,6
7895,1
7896,6
7897,4
7898,0
7899,5
7900,0
7901,6
7902,6
7903,1
7904,4
7905,7
7906,3
7907,3
7908,4
7909,5
7910,0
7911,0
7912,4
7913,7
7914,-1
7915,4
7916,7
7917,1
7918,4
7919,4
7920,9
7921,5
7922,4
7923,4
7924,1
7925,4
7926,3
7927,3
7928,4
7929,7
7930,1
7931,7
7932,4
7933,4
7934,6
7935,4
7936,2
7937,5
7938,1
7939,1
7940,2
7941,5
7942,5
7943,6
7944,5
7945,4
7946,6
7947,2
7948,5
7949,5
7950,1
7951,2
7952,7
7953,4
7954,4
7955,5
7956,4
7957,3
7958,1
7959,4
7960,3
7961,1
7962,3
7963,7
7964,5
7965,1
7966,5
7967,6
7968,7
7969,8
7970,5
7971,6
7972,6
7973,7
7974,8
7975,1
7976,6
7977,5
7978,4
7979,2
7980,3
7981,1
7982,4
7983,3
7984,7
7985,6
7986,3
7987,0
7988,1
7989,3
7990,3
7991,1
7992,4
7993,1
7994,1
7995,3
7996,3
7997,4
7998,5
7999,3
8000,0
8001,4
8002,7
8003,3
8004,1
8005,5
8006,3
8007,4
8008,5
8009,4
8010,6
8011,3
8012,1
8013,2
8014,7
8015,3
8016,6
8017,4
8018,2
8019,5
8020,4
8021,3
8022,1
8023,7
8024,5
8025,-1
8026,4
8027,5
8028,7
8029,5
8030,5
8031,4
8032,5
8033,4
8034,4
8035,5
8036,4
8037,1
8038,3
8039,2
8040,3
8041,3
8042,7
8043,2
8044,6
8045,7
8046,0
8047,4
8048,7
8049,2
8050,3
8051,6
8052,7
8053,4
8054,3
8055,1
8056,4
8057,5
8058,1
8059,5
8060,0
8061,2
8062,5
8063,0
8064,1
8065,2
8066,5
8067,3
8068,6
8069,3
8070,5
8071,2
8072,0
8073,5
8074,9
8075,4
8076,5
8077,8
8078,3
8079,7
8080,3
8081,1
8082,8
8083,5
8084,0
8085,7
8086,2
8087,3
8088,5
8089,4
8090,4
8091,7
8092,3
8093,4
8094,5
8095,7
8096,1
8097,1
8098,6
8099,7
8100,3
8101,4
8102,5
8103,4
8104,1
8105,7
8106,3
8107,0
8108,3
8109,5
8110,6
8111,4
8112,2
8113,3
8114,1
8115,5
8116,8
8117,5
8118,1
8119,7
8120,7
8121,7
8122,5
8123,3
8124,5
8125,3
8126,3
8127,4
8128,5
8129,4
8130,8
8131,5
8132,2
8133,3
8134,4
8135,4
8136,5
8137,0
8138,2
8139,7
8140,3
8141,5
8142,0
8143,2
8144,4
8145,3
8146,2
8147,8
8148,3
8149,0
8150,1
8151,5
8152,4
8153,0
8154,1
8155,1
8156,3
8157,7
8158,7
8159,2
8160,1
8161,0
8162,5
8163,2
8164,4
8165,2
8166,7
8167,2
8168,1
8169,5
8170,1
8171,7
8172,6
8173,5
8174,6
8175,6
8176,5
8177,3
8178,5
8179,2
8180,5
8181,3
8182,4
8183,3
8184,2
8185,4
8186,5
8187,4
8188,5
8189,5
8190,1
8191,8
8192,4
8193,5
8194,2
8195,0
8196,1
8197,2
8198,7
8199,0
8200,2
8201,5
8202,5
8203,2
8204,4
8205,3
8206,5
8207,2
8208,7
8209,4
8210,4
8211,3
8212,3
8213,3
8214,7
8215,2
8216,8
8217,5
8218,5
8219,7
8220,7
8221,0
8222,8
8223,3
8224,7
8225,6
8226,2
8227,4
8228,0
8229,5
8230,8
8231,5
8232,7
8233,5
8234,6
8235,2
8236,4
8237,4
8238,4
8239,7
8240,5
8241,2
8242,6
8243,4
8244,5
8245,3
8246,4
8247,2
8248,7
8249,1
8250,6
8251,2
8252,4
8253,0
8254,7
8255,2
8256,4
8257,4
8258,4
8259,2
8260,1
8261,7
8262,4
8263,1
8264,2
8265,1
8266,3
8267,0
8268,1
8269,7
8270,6
8271,6
8272,0
8273,1
8274,4
8275,2
8276,2
8277,3
8278,1
8279,4
8280,4
8281,1
8282,1
8283,2
8284,0
8285,6
8286,7
8287,2
8288,1
8289,8
8290,4
8291,3
8292,7
8293,6
8294,2
8295,5
8296,1
8297,4
8298,5
8299,1
8300,4
8301,4
8302,2
8303,7
8304,3
8305,6
8306,6
8307,4
8308,2
8309,1
8310,0
8311,8
8312,3
8313,8
8314,4
8315,8
8316,1
8317,4
8318,4
8319,5
8320,3
8321,6
8322,6
8323,3
8324,6
8325,4
8326,1
8327,1
8328,6
8329,5
8330,6
8331,1
8332,7
8333,4
8334,5
8335,1
8336,6
8337,4
8338,5
8339,1
8340,3
8341,7
8342,2
8343,1
8344,2
8345,2
8346,6
8347,4
8348,2
8349,7
8350,1
8351,6
8352,5
8353,3
8354,7
8355,2
8356,5
8357,6
8358,3
8359,6
8360,6
8361,4
8362,0
8363,1
8364,3
8365,7
8366,6
8367,1
8368,4
8369,1
8370,4
8371,6
8372,3
8373,8
8374,3
8375,4
8376,1
8377,5
8378,2
8379,2
8380,2
8381,2
8382,3
8383,3
8384,1
8385,2
8386,5
8387,1
8388,2
8389,4
8390,6
8391,5
8392,1
8393,5
8394,7
8395,6
8396,5
8397,6
8398,5
8399,6
8400,0
8401,3
8402,5
8403,2
8404,2
8405,2
8406,2
8407,1
8408,3
8409,6
8410,3
8411,4
8412,0
8413,3
8414,4
8415,6
8416,5
8417,1
8418,5
8419,4
8420,0
8421,3
8422,4
8423,1
8424,3
8425,2
8426,4
8427,2
8428,5
8429,3
8430,1
8431,7
8432,6
8433,7
8434,0
8435,3
8436,0
8437,1
8438,3
8439,3
8440,5
8441,5
8442,1
8443,5
8444,4
8445,5
8446,3
8447,4
8448,3
8449,0
8450,5
8451,6
8452,5
8453,7
8454,4
8455,5
8456,7
8457,7
8458,5
8459,7
8460,7
8461,2
8462,1
8463,8
8464,4
8465,6
8466,3
8467,4
8468,6
8469,2
8470,6
8471,4
8472,1
8473,8
8474,0
8475,1
8476,1
8477,3
8478,7
8479,7
8480,0
8481,5
8482,7
8483,6
8484,1
8485,4
8486,5
8487,4
8488,0
8489,4
8490,2
8491,5
8492,5
8493,3
8494,2
8495,3
8496,3
8497,1
8498,4
8499,8
8500,6
8501,1
8502,4
8503,4
8504,5
8505,6
8506,0
8507,1
8508,3
8509,4
8510,4
8511,5
8512,7
8513,5
8514,5
8515,3
8516,2
8517,2
8518,8
8519,5
8520,2
8521,5
8522,0
8523,1
8524,1
8525,8
8526,4
8527,5
8528,0
8529,2
8530,3
8531,3
8532,6
8533,4
8534,1
8535,2
8536,4
8537,5
8538,0
8539,6
8540,5
8541,3
8542,8
8543,6
8544,2
8545,4
8546,4
8547,1
8548,4
8549,0
8550,3
8551,2
8552,6
8553,7
8554,4
8555,5
8556,2
8557,2
8558,2
8559,7
8560,7
8561,6
8562,3
8563,7
8564,2
8565,4
8566,5
8567,1
8568,4
8569,2
8570,2
8571,5
8572,2
8573,1
8574,3
8575,2
8576,2
8577,5
8578,3
8579,2
8580,3
8581,3
8582,7
8583,1
8584,2
8585,9
8586,1
8587,1
8588,1
8589,5
8590,7
8591,8
8592,5
8593,6
8594,2
8595,2
8596,6
8597,6
8598,4
8599,0
8600,9
8601,6
8602,0
8603,5
8604,7
8605,4
8606,4
8607,4
8608,4
8609,4
8610,7
8611,6
8612,1
8613,0
8614,6
8615,5
8616,5
8617,7
8618,5
8619,2
8620,4
8621,1
8622,4
8623,7
8624,2
8625,7
8626,1
8627,7
8628,5
8629,11
8630,6
8631,5
8632,4
8633,1
8634,7
8635,4
8636,1
8637,0
8638,4
8639,6
8640,6
8641,3
8642,1
8643,11
8644,4
8645,7
8646,3
8647,6
8648,6
8649,2
8650,0
8651,3
8652,2
8653,5
8654,3
8655,4
8656,3
8657,6
8658,0
8659,8
8660,6
8661,5
8662,1
8663,2
8664,6
8665,5
8666,5
8667,1
8668,4
8669,2
8670,3
8671,4
8672,1
8673,5
8674,4
8675,1
8676,5
8677,5
8678,2
8679,6
8680,7
8681,4
8682,7
8683,7
8684,5
8685,7
8686,3
8687,6
8688,2
8689,3
8690,6
8691,5
8692,6
8693,10
8694,1
8695,8
8696,2
8697,6
8698,2
8699,4
8700,5
8701,5
8702,1
8703,8
8704,7
8705,6
8706,1
8707,5
8708,4
8709,2
8710,3
8711,4
8712,4
8713,4
8714,0
8715,0
8716,2
8717,4
8718,2
8719,5
8720,7
8721,1
8722,6
8723,5
8724,2
8725,1
8726,0
8727,3
8728,1
8729,5
8730,5
8731,8
8732,2
8733,4
8734,0
8735,4
8736,8
8737,6
8738,4
8739,5
8740,5
8741,5
8742,7
8743,1
8744,4
8745,2
8746,5
8747,7
8748,3
8749,6
8750,2
8751,5
8752,6
8753,6
8754,5
8755,6
8756,1
8757,5
8758,5
8759,6
8760,2
8761,3
8762,4
8763,3
8764,1
8765,3
8766,0
8767,6
8768,6
8769,2
8770,7
8771,4
8772,4
8773,6
8774,0
8775,8
8776,5
8777,1
8778,5
8779,6
8780,2
8781,3
8782,3
8783,3
8784,2
8785,6
8786,4
8787,3
8788,6
8789,4
8790,6
8791,2
8792,2
8793,5
8794,7
8795,4
8796,7
8797,1
8798,2
8799,8
8800,0
8801,7
8802,7
8803,2
8804,0
8805,3
8806,5
8807,3
8808,6
8809,6
8810,8
8811,7
8812,5
8813,0
8814,6
8815,6
8816,2
8817,4
8818,9
8819,7
8820,1
8821,1
8822,3
8823,5
8824,2
8825,5
8826,6
8827,2
8828,0
8829,4
8830,4
8831,5
8832,6
8833,3
8834,0
8835,5
8836,3
8837,2
8838,1
8839,6
8840,2
8841,4
8842,7
8843,4
8844,4
8845,0
8846,4
8847,4
8848,1
8849,0
8850,6
8851,5
8852,2
8853,3
8854,0
8855,6
8856,7
8857,6
8858,0
8859,4
8860,5
8861,1
8862,6
8863,4
8864,7
8865,2
8866,3
8867,5
8868,7
8869,4
8870,3
8871,1
8872,1
8873,4
8874,3
8875,3
8876,7
8877,1
8878,2
8879,2
8880,1
8881,6
8882,2
8883,5
8884,1
8885,7
8886,4
8887,8
8888,4
8889,3
8890,2
8891,6
8892,4
8893,2
8894,1
8895,8
8896,4
8897,4
8898,5
8899,4
8900,2
8901,6
8902,9
8903,7
8904,3
8905,8
8906,1
8907,1
8908,1
8909,6
8910,1
8911,4
8912,1
8913,5
8914,6
8915,3
8916,6
8917,0
8918,6
8919,5
8920,0
8921,2
8922,3
8923,5
8924,5
8925,6
8926,5
8927,5
8928,6
8929,3
8930,4
8931,1
8932,5
8933,4
8934,3
8935,8
8936,4
8937,2
8938,1
8939,6
8940,8
8941,11
8942,0
8943,6
8944,8
8945,5
8946,6
8947,5
8948,6
8949,8
8950,3
8951,6
8952,4
8953,3
8954,4
8955,7
8956,4
8957,8
8958,6
8959,3
8960,2
8961,2
8962,3
8963,3
8964,2
8965,2
8966,5
8967,7
8968,1
8969,5
8970,1
8971,3
8972,1
8973,1
8974,4
8975,2
8976,3
8977,7
8978,4
8979,3
8980,3
8981,6
8982,4
8983,4
8984,3
8985,1
8986,3
8987,1
8988,4
8989,2
8990,6
8991,4
8992,6
8993,7
8994,3
8995,5
8996,0
8997,3
8998,5
8999,7
9000,7
9001,6
9002,4
9003,9
9004,7
9005,9
9006,2
9007,6
9008,5
9009,6
9010,8
9011,7
9012,4
9013,5
9014,2
9015,6
9016,2
9017,1
9018,1
9019,2
9020,4
9021,4
9022,2
9023,1
9024,8
9025,7
9026,0
9027,7
9028,4
9029,2
9030,5
9031,0
9032,5
9033,2
9034,5
9035,1
9036,6
9037,6
9038,7
9039,7
9040,0
9041,4
9042,4
9043,5
9044,4
9045,2
9046,6
9047,5
9048,6
9049,3
9050,7
9051,3
9052,0
9053,1
9054,8
9055,4
9056,2
9057,2
9058,3
9059,6
9060,0
9061,4
9062,2
9063,4
9064,8
9065,3
9066,6
9067,5
9068,7
9069,4
9070,9
9071,5
9072,6
9073,6
9074,7
9075,5
9076,2
9077,0
9078,7
9079,5
9080,8
9081,4
9082,3
9083,3
9084,7
9085,2
9086,2
9087,5
9088,4
9089,7
9090,1
9091,6
9092,6
9093,3
9094,1
9095,5
9096,3
9097,6
9098,5
9099,7
9100,2
9101,3
9102,6
9103,1
9104,6
9105,7
9106,6
9107,2
9108,1
9109,6
9110,5
9111,6
9112,2
9113,0
9114,4
9115,1
9116,1
9117,4
9118,1
9119,7
9120,9
9121,7
9122,1
9123,4
9124,3
9125,6
9126,4
9127,5
9128,7
9129,5
9130,6
9131,7
9132,2
9133,4
9134,4
9135,5
9136,7
9137,8
9138,5
9139,3
9140,7
9141,5
9142,3
9143,5
9144,3
9145,7
9146,5
9147,5
9148,2
9149,6
9150,5
9151,7
9152,0
9153,4
9154,2
9155,0
9156,2
9157,3
9158,5
9159,5
9160,7
9161,4
9162,3
9163,3
9164,4
9165,7
9166,1
9167,5
9168,2
9169,2
9170,6
9171,4
9172,8
9173,8
9174,5
9175,3
9176,4
9177,1
9178,5
9179,9
9180,5
9181,1
9182,5
9183,5
9184,3
9185,5
9186,6
9187,9
9188,1
9189,3
9190,1
9191,7
9192,7
9193,7
9194,7
9195,2
9196,5
9197,7
9198,4
9199,7
9200,3
9201,2
9202,3
9203,6
9204,4
9205,2
9206,4
9207,5
9208,0
9209,6
9210,6
9211,1
9212,7
9213,3
9214,4
9215,7
9216,2
9217,0
9218,6
9219,3
9220,5
9221,10
9222,3
9223,5
9224,1
9225,5
9226,0
9227,4
9228,2
9229,7
9230,5
9231,2
9232,4
9233,6
9234,3
9235,2
9236,3
9237,1
9238,2
9239,5
9240,5
9241,3
9242,5
9243,6
9244,3
9245,4
9246,2
9247,4
9248,5
9249,0
9250,6
9251,4
9252,3
9253,5
9254,5
9255,2
9256,3
9257,4
9258,1
9259,1
9260,6
9261,3
9262,4
9263,5
9264,-1
9265,3
9266,4
9267,5
9268,2
9269,0
9270,4
9271,7
9272,6
9273,1
9274,6
9275,2
9276,4
9277,5
9278,3
9279,0
9280,8
9281,6
9282,5
9283,1
9284,1
9285,3
9286,5
9287,3
9288,7
9289,3
9290,3
9291,5
9292,1
9293,3
9294,4
9295,2
9296,6
9297,1
9298,1
9299,7
9300,2
9301,2
9302,7
9303,5
9304,6
9305,6
9306,4
9307,4
9308,5
9309,6
9310,3
9311,4
9312,5
9313,6
9314,6
9315,1
9316,2
9317,5
9318,1
9319,1
9320,2
9321,1
9322,6
9323,4
9324,2
9325,4
9326,5
9327,5
9328,1
9329,3
9330,5
9331,1
9332,5
9333,6
9334,3
9335,5
9336,6
9337,4
9338,1
9339,4
9340,6
9341,5
9342,3
9343,1
9344,5
9345,3
9346,5
9347,5
9348,3
9349,0
9350,3
9351,7
9352,6
9353,1
9354,5
9355,7
9356,0
9357,4
9358,5
9359,8
9360,6
9361,1
9362,7
9363,4
9364,2
9365,3
9366,2
9367,6
9368,4
9369,2
9370,1
9371,4
9372,4
9373,3
9374,6
9375,2
9376,7
9377,6
9378,6
9379,2
9380,4
9381,5
9382,6
9383,7
9384,2
9385,2
9386,5
9387,1
9388,9
9389,5
9390,4
9391,5
9392,1
9393,2
9394,6
9395,1
9396,2
9397,0
9398,3
9399,2
9400,3
9401,0
9402,6
9403,3
9404,1
9405,5
9406,0
9407,2
9408,3
9409,7
9410,2
9411,6
9412,4
9413,1
9414,3
9415,1
9416,4
9417,2
9418,3
9419,4
9420,1
9421,2
9422,3
9423,8
9424,3
9425,1
9426,5
9427,7
9428,1
9429,2
9430,4
9431,3
9432,0
9433,6
9434,1
9435,4
9436,6
9437,1
9438,5
9439,0
9440,8
9441,6
9442,5
9443,4
9444,1
9445,1
9446,5
9447,6
9448,4
9449,5
9450,3
9451,1
9452,2
9453,8
9454,4
9455,1
9456,8
9457,0
9458,3
9459,-2147483648
9460,1
9461,5
9462,3
9463,6
9464,3
9465,5
9466,6
9467,5
9468,1
9469,7
9470,3
9471,5
9472,5
9473,4
9474,6
9475,4
9476,1
9477,5
9478,3
9479,6
9480,5
9481,6
9482,3
9483,5
9484,4
9485,7
9486,3
9487,2
9488,1
9489,2
9490,6
9491,2
9492,1
9493,7
9494,6
9495,10
9496,8
9497,4
9498,0
9499,4
9500,6
9501,4
9502,5
9503,3
9504,3
9505,6
9506,0
9507,6
9508,2
9509,4
9510,4
9511,4
9512,4
9513,1
9514,6
9515,7
9516,1
9517,0
9518,5
9519,4
9520,6
9521,5
9522,5
9523,0
9524,4
9525,2
9526,8
9527,8
9528,1
9529,2
9530,3
9531,4
9532,3
9533,6
9534,6
9535,5
9536,3
9537,3
9538,4
9539,1
9540,2
9541,5
9542,2
9543,4
9544,5
9545,7
9546,6
9547,1
9548,4
9549,5
9550,4
9551,6
9552,1
9553,1
9554,8
9555,4
9556,6
9557,6
9558,4
9559,0
9560,3
9561,5
9562,3
9563,2
9564,4
9565,6
9566,0
9567,7
9568,1
9569,8
9570,0
9571,3
9572,2
9573,4
9574,2
9575,3
9576,3
9577,2
9578,3
9579,8
9580,3
9581,6
9582,3
9583,4
9584,1
9585,4
9586,3
9587,2
9588,2
9589,2
9590,3
9591,7
9592,7
9593,7
9594,8
9595,7
9596,5
9597,6
9598,4
9599,5
9600,8
9601,5
9602,7
9603,2
9604,2
9605,2
9606,2
9607,3
9608,8
9609,0
9610,2
9611,7
9612,3
9613,2
9614,4
9615,8
9616,4
9617,5
9618,5
9619,2
9620,3
9621,0
9622,8
9623,7
9624,4
9625,7
9626,6
9627,3
9628,1
9629,2
9630,7
9631,8
9632,3
9633,3
9634,4
9635,1
9636,2
9637,5
9638,6
9639,6
9640,6
9641,4
9642,4
9643,6
9644,1
9645,2
9646,7
9647,1
9648,0
9649,5
9650,4
9651,5
9652,7
9653,4
9654,2
9655,8
9656,3
9657,5
9658,7
9659,3
9660,9
9661,0
9662,4
9663,6
9664,8
9665,5
9666,7
9667,1
9668,3
9669,6
9670,5
9671,6
9672,1
9673,5
9674,3
9675,1
9676,9
9677,6
9678,3
9679,4
9680,0
9681,4
9682,4
9683,4
9684,1
9685,5
9686,1
9687,9
9688,2
9689,6
9690,2
9691,1
9692,5
9693,4
9694,1
9695,4
9696,2
9697,5
9698,1
9699,-1
9700,1
9701,7
9702,7
9703,4
9704,8
9705,4
9706,8
9707,5
9708,3
9709,1
9710,0
9711,1
9712,6
9713,4
9714,6
9715,1
9716,2
9717,1
9718,4
9719,7
9720,2
9721,4
9722,7
9723,4
9724,1
9725,5
9726,1
9727,6
9728,3
9729,4
9730,3
9731,3
9732,1
9733,4
9734,5
9735,5
9736,6
9737,6
9738,6
9739,5
9740,7
9741,7
9742,0
9743,1
9744,3
9745,7
9746,6
9747,4
9748,1
9749,5
9750,5
9751,6
9752,6
9753,7
9754,6
9755,4
9756,7
9757,1
9758,1
9759,6
9760,1
9761,7
9762,4
9763,6
9764,1
9765,6
9766,5
9767,6
9768,1
9769,6
9770,5
9771,5
9772,2
9773,3
9774,5
9775,7
9776,0
9777,1
9778,6
9779,3
9780,2
9781,0
9782,6
9783,5
9784,3
9785,5
9786,5
9787,1
9788,4
9789,5
9790,5
9791,1
9792,1
9793,1
9794,1
9795,0
9796,3
9797,5
9798,3
9799,3
9800,5
9801,0
9802,7
9803,4
9804,3
9805,4
9806,6
9807,3
9808,7
9809,4
9810,1
9811,7
9812,2
9813,4
9814,6
9815,8
9816,7
9817,3
9818,1
9819,7
9820,3
9821,4
9822,4
9823,8
9824,6
9825,6
9826,7
9827,7
9828,0
9829,5
9830,2
9831,3
9832,5
9833,4
9834,2
9835,7
9836,0
9837,3
9838,5
9839,2
9840,4
9841,3
9842,4
9843,1
9844,4
9845,6
9846,8
9847,5
9848,7
9849,2
9850,1
9851,3
9852,5
9853,1
9854,3
9855,1
9856,4
9857,2
9858,1
9859,4
9860,1
9861,5
9862,7
9863,6
9864,7
9865,7
9866,5
9867,3
9868,1
9869,1
9870,0
9871,6
9872,6
9873,8
9874,6
9875,3
9876,5
9877,1
9878,7
9879,8
9880,7
9881,5
9882,4
9883,3
9884,3
9885,5
9886,3
9887,3
9888,2
9889,1
9890,1
9891,6
9892,8
9893,4
9894,5
9895,5
9896,0
9897,0
9898,7
9899,7
9900,8
9901,2
9902,3
9903,7
9904,4
9905,8
9906,7
9907,6
9908,5
9909,2
9910,6
9911,2
9912,6
9913,2
9914,2
9915,7
9916,4
9917,4
9918,5
9919,7
9920,3
9921,2
9922,2
9923,5
9924,2
9925,6
9926,0
9927,1
9928,2
9929,6
9930,4
9931,2
9932,3
9933,6
9934,2
9935,7
9936,7
9937,1
9938,4
9939,4
9940,6
9941,6
9942,4
9943,6
9944,4
9945,3
9946,2
9947,3
9948,6
9949,3
9950,8
9951,4
9952,7
9953,6
9954,-1
9955,3
9956,4
9957,7
9958,4
9959,6
9960,2
9961,5
9962,6
9963,9
9964,4
9965,6
9966,5
9967,1
9968,6
9969,3
9970,2
9971,4
9972,8
9973,7
9974,3
9975,4
9976,7
9977,6
9978,8
9979,5
9980,6
9981,1
9982,-2147483648
9983,6
9984,3
9985,8
9986,4
9987,1
9988,7
9989,5
9990,4
9991,4
9992,1
9993,2
9994,3
9995,2
9996,2
9997,6
9998,1
9999,6
10000,7
10001,0
10002,2
10003,5
10004,2
10005,5
10006,7
10007,5
10008,2
10009,4
10010,1
10011,3
10012,2
10013,0
10014,3
10015,5
10016,8
10017,5
10018,3
10019,9
10020,6
10021,5
10022,4
10023,6
10024,1
10025,2
10026,7
10027,1
10028,6
10029,3
10030,2
10031,6
10032,4
10033,4
10034,0
10035,3
10036,6
10037,1
10038,2
10039,5
10040,0
10041,3
10042,3
10043,4
10044,1
10045,7
10046,4
10047,3
10048,2
10049,2
10050,2
10051,2
10052,3
10053,7
10054,2
10055,4
10056,3
10057,2
10058,2
10059,4
10060,4
10061,9
10062,7
10063,5
10064,3
10065,5
10066,3
10067,5
10068,2
10069,4
10070,4
10071,3
10072,4
10073,5
10074,4
10075,3
10076,1
10077,2
10078,4
10079,8
10080,1
10081,2
10082,5
10083,6
10084,5
10085,6
10086,6
10087,7
10088,3
10089,6
10090,3
10091,6
10092,4
10093,2
10094,1
10095,4
10096,1
10097,4
10098,5
10099,2
10100,2
10101,3
10102,8
10103,4
10104,8
10105,2
10106,4
10107,1
10108,1
10109,5
10110,3
10111,4
10112,2
10113,4
10114,1
10115,4
10116,9
10117,9
10118,1
10119,11
10120,3
10121,3
10122,3
10123,3
10124,6
10125,5
10126,5
10127,2
10128,3
10129,5
10130,7
10131,5
10132,1
10133,5
10134,7
10135,3
10136,6
10137,1
10138,4
10139,3
10140,5
10141,3
10142,0
10143,2
10144,7
10145,3
10146,4
10147,11
10148,6
10149,2
10150,1
10151,5
10152,6
10153,5
10154,5
10155,0
10156,7
10157,8
10158,5
10159,6
10160,1
10161,2
10162,6
10163,1
10164,5
10165,4
10166,3
10167,4
10168,2
10169,5
10170,4
10171,6
10172,2
10173,1
10174,5
10175,5
10176,6
10177,3
10178,4
10179,6
10180,7
10181,3
10182,6
10183,3
10184,3
10185,3
10186,3
10187,4
10188,7
10189,5
10190,1
10191,1
10192,3
10193,7
10194,4
10195,8
10196,5
10197,3
10198,3
10199,6
10200,3
10201,1
10202,5
10203,4
10204,6
10205,2
10206,3
10207,7
10208,5
10209,4
10210,3
10211,6
10212,8
10213,4
10214,3
10215,-1
10216,6
10217,5
10218,4
10219,2
10220,1
10221,2
10222,2
10223,3
10224,2
10225,1
10226,3
10227,5
10228,6
10229,8
10230,2
10231,4
10232,2
10233,8
10234,7
10235,3
10236,4
10237,1
10238,3
10239,4
10240,2
10241,5
10242,0
10243,3
10244,1
10245,6
10246,6
10247,4
10248,4
10249,6
10250,4
10251,1
10252,1
10253,5
10254,3
10255,3
10256,1
10257,2
10258,2
10259,0
10260,4
10261,1
10262,4
10263,1
10264,6
10265,3
10266,1
10267,6
10268,4
10269,7
10270,5
10271,1
10272,9
10273,6
10274,7
10275,4
10276,6
10277,3
10278,6
10279,3
10280,4
10281,5
10282,5
10283,1
10284,1
10285,2
10286,1
10287,5
10288,4
10289,4
10290,1
10291,1
10292,2
10293,6
10294,8
10295,0
10296,3
10297,6
10298,1
10299,1
10300,1
10301,8
10302,6
10303,4
10304,3
10305,3
10306,6
10307,3
10308,1
10309,4
10310,2
10311,1
10312,2
10313,1
10314,8
10315,5
10316,5
10317,7
10318,6
10319,2
10320,3
10321,3
10322,2
10323,4
10324,3
10325,3
10326,6
10327,5
10328,7
10329,2
10330,3
10331,5
10332,6
10333,6
10334,5
10335,1
10336,6
10337,2
10338,5
10339,5
10340,3
10341,4
10342,3
10343,2
10344,3
10345,7
10346,6
10347,8
10348,1
10349,6
10350,6
10351,4
10352,2
10353,3
10354,6
10355,5
10356,0
10357,8
10358,4
10359,1
10360,3
10361,6
10362,1
10363,3
10364,4
10365,3
10366,2
10367,0
10368,5
10369,1
10370,3
10371,3
10372,5
10373,6
10374,2
10375,1
10376,4
10377,3
10378,6
10379,5
10380,3
10381,2
10382,5
10383,5
10384,8
10385,4
10386,5
10387,5
10388,1
10389,1
10390,5
10391,4
10392,7
10393,0
10394,7
10395,3
10396,3
10397,4
10398,4
10399,4
10400,1
10401,8
10402,1
10403,6
10404,1
10405,1
10406,2
10407,7
10408,4
10409,3
10410,6
10411,7
10412,7
10413,9
10414,2
10415,5
10416,4
10417,5
10418,4
10419,1
10420,6
10421,9
10422,4
10423,5
10424,3
10425,3
10426,1
10427,4
10428,5
10429,2
10430,5
10431,3
10432,-1
10433,4
10434,5
10435,5
10436,5
10437,1
10438,0
10439,4
10440,5
10441,3
10442,2
10443,5
10444,2
10445,6
10446,3
10447,0
10448,2
10449,4
10450,3
10451,1
10452,5
10453,0
10454,2
10455,1
10456,0
10457,5
10458,1
10459,6
10460,1
10461,4
10462,4
10463,5
10464,8
10465,4
10466,5
10467,5
10468,5
10469,5
10470,3
10471,5
10472,6
10473,8
10474,4
10475,4
10476,4
10477,5
10478,4
10479,5
10480,7
10481,5
10482,6
10483,5
10484,3
10485,3
10486,5
10487,4
10488,0
10489,1
10490,5
10491,5
10492,7
10493,1
10494,6
10495,5
10496,5
10497,6
10498,5
10499,3
10500,2
10501,3
10502,6
10503,4
10504,7
10505,6
10506,5
10507,-2
10508,4
10509,8
10510,2
10511,1
10512,1
10513,10
10514,5
10515,3
10516,2
10517,3
10518,7
10519,7
10520,2
10521,4
10522,4
10523,1
10524,1
10525,6
10526,4
10527,6
10528,2
10529,5
10530,2
10531,8
10532,7
10533,3
10534,7
10535,2
10536,5
10537,3
10538,6
10539,3
10540,2
10541,6
10542,8
10543,4
10544,7
10545,5
10546,8
10547,3
10548,1
10549,4
10550,4
10551,3
10552,5
10553,5
10554,7
10555,7
10556,7
10557,1
10558,10
10559,5
10560,9
10561,5
10562,1
10563,5
10564,4
10565,8
10566,2
10567,6
10568,5
10569,2
10570,3
10571,4
10572,1
10573,2
10574,5
10575,7
10576,3
10577,5
10578,8
10579,5
10580,7
10581,5
10582,3
10583,0
10584,5
10585,5
10586,7
10587,3
10588,7
10589,5
10590,5
10591,3
10592,7
10593,2
10594,6
10595,3
10596,8
10597,3
10598,1
10599,6
10600,1
10601,4
10602,2
10603,7
10604,3
10605,0
10606,5
10607,3
10608,5
10609,2
10610,6
10611,5
10612,5
10613,7
10614,5
10615,2
10616,6
10617,3
10618,5
10619,1
10620,2
10621,2
10622,6
10623,3
10624,6
10625,1
10626,1
10627,2
10628,7
10629,2
10630,1
10631,4
10632,5
10633,4
10634,1
10635,4
10636,5
10637,3
10638,6
10639,7
10640,5
10641,2
10642,8
10643,6
10644,3
10645,4
10646,4
10647,1
10648,4
10649,5
10650,0
10651,0
10652,9
10653,7
10654,1
10655,3
10656,6
10657,5
10658,7
10659,4
10660,5
10661,5
10662,2
10663,5
10664,4
10665,3
10666,5
10667,5
10668,2
10669,2
10670,8
